"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"LAATSTE";"ExterneCode";"GPKODE";"NMMEMO";"NMETIK";"NMNM40";"NMNAAM";"GSKODE";"THKTVR";"GPKTVR";"THKTWG";"GPKTWG";"GPNMNR";"GPSTNR";"GPINST";"GPMLCI";"GPMLCT";"GPADVP";"GPTCVP";"THKHVS";"GPKHVS";"SPKODE";"THSTWG";"SSKTWG";"ATCODE";"THEHHV";"XPEHHV";"VRSCHEHTH";"VRSCHEHIT";"SourceCode"
"0711";"0";0;"";"01-08-2020";"";"00099015";NILUT1;NILUTAMIDE 150MG TABLET;NILUTAMIDE;NILUTAMIDE TABLET 150MG;"00084840";"0006";"000230";"0007";"000009";"0068942";"0063199";"150MG";"000";"00000000";"092";"00000004";"1012";"";"00040746";"0058";"000004";L02BB02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099023";PARAS;PARACET/CODEI 1000/60MGZETP;PARACETAMOL/CODEINE;PARACETAMOL/CODEINE ZETPIL 1000/60MG;"00084859";"0006";"000100";"0007";"000012";"0068944";"0061780";"1000/60MG";"144";"00000029";"031";"00000002";"1012";"";"00027235";"0058";"000007";N02AJ06;"0002";"000245";"0002";"000245";
"0711";"0";0;"";"01-08-2020";"";"00099058";MICOD2;MICONAZOL 20MG/G OORDRUPPEL;MICONAZOL;MICONAZOL OORDRUPPELS 20MG/G;"00013617";"0006";"000510";"0007";"000008";"0069275";"0060044";"20MG/G";"000";"00000000";"092";"00000004";"1012";"";"00008346";"0058";"000001";S02AA13;"0002";"000215";"0001";"000303";
"0711";"0";0;"";"01-08-2020";"";"00099066";TERAT1;TERAZOSINE 10MG TABLET;TERAZOSINE;TERAZOSINE TABLET 10MG;"00084875";"0006";"000230";"0007";"000009";"0069276";"0063903";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00044849";"0058";"000004";G04CA03;"0002";"000245";"";"";
"0711";"1";1;"";"01-12-2022";"";"00099074";URAPI5;URAPIDIL 5MG/ML INJVLST;URAPIDIL;URAPIDIL INJVLST 5MG/ML (ALS HCL);"00084883";"0006";"000550";"0007";"000010";"0069278";"0063142";"5MG/ML";"060";"00000023";"092";"00000004";"1012";"";"00047929";"0058";"000006";C02CA06;"0002";"000233";"";"";
"0711";"1";1;"";"01-05-2017";"";"00099082";KINIGD;KININE DIHYDROCHLORIDE;KININE DIHYDROCHLORIDE;KININE DIHYDROCHLORIDE;"00084891";"0006";"000980";"0007";"000001";"0129761";"0060841";"";"000";"00000000";"092";"00000004";"1012";"";"00016861";"0058";"000011";P01BC01;"0002";"000215";"";"";
"0711";"1";1;"";"01-03-2021";"";"00099155";FACTI5;FACTOR IX 500IE INJPDR;FACTOR IX;FACTOR IX INJECTIEPOEDER  500IE;"00084972";"0006";"000552";"0007";"000010";"0069411";"0063627";"500IE";"000";"00000000";"092";"00000004";"1012";"";"00043664";"0058";"000006";B02BD04;"0002";"000245";"";"";
"0711";"1";1;"";"01-03-2022";"";"00099163";FACTI1;FACTOR IX 1000IE INJPDR;FACTOR IX;FACTOR IX INJECTIEPOEDER 1000IE;"00084980";"0006";"000552";"0007";"000010";"0069412";"0063627";"1000IE";"000";"00000000";"092";"00000004";"1012";"";"00043664";"0058";"000006";B02BD04;"0002";"000245";"";"";
"0711";"1";1;"";"01-09-2021";"";"00099198";HEMOI;HEMOFILTRATIEOPL BH504;HEMOFILTRATIEOPLOSSING BH504;HEMOFILTRATIEOPLOSSING BH504;"00085006";"0006";"000002";"0007";"000010";"0069437";"0069437";"";"000";"00000000";"092";"00000004";"1012";"";"00027553";"0058";"000006";B05ZB;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099228";ETOMI2;ETOMIDAAT 2MG/ML INJEMULSIE;ETOMIDAAT;ETOMIDAAT INJECTIE-EMULSIE 2MG/ML;"00011231";"0006";"000018";"0007";"000010";"0069439";"0060239";"2MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00010251";"0058";"000006";N01AX07;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099236";RILUT5;RILUZOL 50MG TABLET;RILUZOL;RILUZOL TABLET 50MG;"00085022";"0006";"000016";"0007";"000009";"0069441";"0069442";"50MG";"000";"00000000";"092";"00000004";"1012";"";"00047945";"0058";"000004";N07XX02;"0002";"000245";"";"";
"0711";"1";1;"";"01-03-2021";"";"00099252";IBUPP4;IBUPROFEN 400MG GRANULAAT;IBUPROFEN;IBUPROFEN GRANULAAT 400MG;"00012920";"0006";"000371";"0007";"000009";"0069444";"0028654";"400MG";"000";"00000000";"092";"00000004";"1012";"";"00000132";"0058";"000004";M01AE01;"0002";"000245";"";"";
"0711";"1";1;"";"01-07-2012";"";"00099260";FAMOT1;FAMOTIDINE 10MG TABLET;FAMOTIDINE;FAMOTIDINE TABLET 10MG;"00085049";"0006";"000230";"0007";"000009";"0069445";"0062353";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00032514";"0058";"000004";A02BA03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099279";RANIV1;RANITIDINE 15MG/ML DRANK;RANITIDINE;RANITIDINE DRANK 15MG/ML;"00085057";"0006";"000400";"0007";"000009";"0069446";"0047545";"15MG/ML";"060";"00000023";"092";"00000004";"1012";"";"00026972";"0058";"000004";A02BA02;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099287";TACRI5;TACROLIMUS 5MG/ML INF CONC;TACROLIMUS;TACROLIMUS INFOPL CONC 5MG/ML;"00085065";"0006";"000541";"0007";"000010";"0070263";"0069400";"5MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00047953";"0058";"000006";L04AD02;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099295";FAMCT1;FAMCICLOVIR 125MG TABLET;FAMCICLOVIR;FAMCICLOVIR TABLET 125MG;"00085073";"0006";"000230";"0007";"000009";"0070264";"0066986";"125MG";"000";"00000000";"092";"00000004";"1012";"";"00047511";"0058";"000004";J05AB09;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099309";BUDET3;BUDESONIDE 3MG CAPSULE MGA;BUDESONIDE;BUDESONIDE CAPSULE MGA 3MG;"00085081";"0006";"000350";"0007";"000009";"0240645";"0055653";"3MG";"000";"00000000";"092";"00000004";"1012";"";"00047961";"0058";"000004";A07EA06;"0002";"000245";"";"";
"0711";"1";1;"";"01-03-2022";"";"00099317";QUINT4;QUINAPRIL 40MG TABLET;QUINAPRIL;QUINAPRIL TABLET 40MG;"00085103";"0006";"000230";"0007";"000009";"0070347";"0063286";"40MG";"000";"00000000";"092";"00000004";"1012";"";"00041475";"0058";"000004";C09AA06;"0002";"000245";"";"";
"0711";"1";1;"";"01-07-2012";"";"00099341";CLOTP1;CLOTRIMAZOL 10MG/G POEDER;CLOTRIMAZOL;CLOTRIMAZOL STROOIPOEDER 10MG/G;"00010464";"0006";"000213";"0007";"000053";"0070671";"0028529";"10MG/G";"000";"00000000";"092";"00000004";"1012";"";"00009598";"0058";"000001";D01AC01;"0002";"000215";"";"";
"0711";"1";1;"";"01-05-2019";"";"00099376";STAVT2;STAVUDINE 20MG CAPSULE;STAVUDINE;STAVUDINE CAPSULE 20MG;"00085154";"0006";"000300";"0007";"000009";"0070693";"0070692";"20MG";"000";"00000000";"092";"00000004";"1012";"";"00047996";"0058";"000004";J05AF04;"0002";"000245";"";"";
"0711";"1";1;"";"01-05-2019";"";"00099384";STAVT3;STAVUDINE 30MG CAPSULE;STAVUDINE;STAVUDINE CAPSULE 30MG;"00085162";"0006";"000300";"0007";"000009";"0070694";"0070692";"30MG";"000";"00000000";"092";"00000004";"1012";"";"00047996";"0058";"000004";J05AF04;"0002";"000245";"";"";
"0711";"1";1;"";"01-09-2022";"";"00099392";STAVT4;STAVUDINE 40MG CAPSULE;STAVUDINE;STAVUDINE CAPSULE 40MG;"00085170";"0006";"000300";"0007";"000009";"0070695";"0070692";"40MG";"000";"00000000";"092";"00000004";"1012";"";"00047996";"0058";"000004";J05AF04;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099473";SALBP1;SALBUTAMOL 100UG/DO INHPDR;SALBUTAMOL;SALBUTAMOL INHALATIEPOEDER 100UG/DO;"00072567";"0006";"000190";"0007";"000062";"0070764";"0029450";"100UG/DO";"000";"00000000";"092";"00000004";"1012";"";"00001996";"0058";"000002";R03AC02;"0002";"000208";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099619";NITRP2;NITROGLYCERINE 5MG/24UUR PL;NITROGLYCERINE;NITROGLYCERINE PLEISTER  5MG/24UUR (GENERIEK);"00085324";"0006";"000752";"0007";"000058";"0070973";"0059929";"5MG/24UUR";"000";"00000000";"092";"00000004";"1012";"";"00024813";"0058";"000008";C01DA02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099627";NITRP4;NITROGLYCERINE 10MG/24UUR P;NITROGLYCERINE;NITROGLYCERINE PLEISTER 10MG/24UUR (GENERIEK);"00085332";"0006";"000752";"0007";"000058";"0070974";"0059929";"10MG/24UUR";"000";"00000000";"092";"00000004";"1012";"";"00024813";"0058";"000008";C01DA02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099635";NITRP6;NITROGLYCERINE 15MG/24UUR P;NITROGLYCERINE;NITROGLYCERINE PLEISTER 15MG/24UUR (GENERIEK);"00085340";"0006";"000752";"0007";"000058";"0070975";"0059929";"15MG/24UUR";"000";"00000000";"092";"00000004";"1012";"";"00024813";"0058";"000008";C01DA02;"0002";"000245";"";"";
"0711";"1";1;"";"01-08-2020";"";"00099651";INDIT4;INDINAVIR 400MG CAPSULE;INDINAVIR;INDINAVIR CAPSULE 400MG;"00085367";"0006";"000300";"0007";"000009";"0071005";"0071006";"400MG";"000";"00000000";"092";"00000004";"1012";"";"00048054";"0058";"000004";J05AE02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099686";LAMIV1;LAMIVUDINE 10MG/ML DRANK;LAMIVUDINE;LAMIVUDINE DRANK 10MG/ML;"00085383";"0006";"000400";"0007";"000009";"0071009";"0071008";"10MG/ML";"060";"00000023";"092";"00000004";"1012";"";"00048062";"0058";"000004";J05AF05;"0002";"000233";"";"";
"0711";"1";1;"";"01-05-2017";"";"00099708";RITOV8;RITONAVIR 80MG/ML DRANK;RITONAVIR;RITONAVIR DRANK 80MG/ML;"00085405";"0006";"000400";"0007";"000009";"0071012";"0071011";"80MG/ML";"048";"00000023";"092";"00000004";"1012";"";"00048070";"0058";"000004";J05AE03;"0002";"000233";"";"";
"0711";"1";1;"";"01-09-2020";"";"00099716";ACETT5;ACETYLSALZUUR 500MG KAUWTAB;ACETYLSALICYLZUUR;ACETYLSALICYLZUUR KAUWTABLET 500MG;"00000671";"0006";"000260";"0007";"000009";"0071013";"0032591";"500MG";"000";"00000000";"092";"00000004";"1012";"";"00000671";"0058";"000004";N02BA01;"0002";"000245";"";"";
"0711";"0";0;"";"01-01-2021";"";"00099767";TRETT1;TRETINOINE 10MG CAPSULE;TRETINOINE;TRETINOINE CAPSULE 10MG;"00085448";"0006";"000300";"0007";"000009";"0071019";"0060172";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00048097";"0058";"000004";L01XF01;"0002";"000245";"";"";
"0711";"1";1;"";"01-01-2016";"";"00099775";METHT1;METHOXSALEEN 10MG Z CAPS;METHOXSALEEN;METHOXSALEEN CAPSULE ZACHT 10MG;"00007552";"0006";"000019";"0007";"000009";"0071023";"0059953";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00007099";"0058";"000004";D05BA02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099872";ANAST1;ANASTROZOL 1MG TABLET;ANASTROZOL;ANASTROZOL TABLET 1MG;"00085480";"0006";"000230";"0007";"000009";"0071217";"0071218";"1MG";"000";"00000000";"092";"00000004";"1012";"";"00048119";"0058";"000004";L02BG03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099880";CARBV1;CARBOMEER 10MG/G GEL;CARBOMEER;CARBOMEER GEL 10MG/G;"00085499";"0006";"000167";"0007";"000053";"0071253";"0063615";"10MG/G";"000";"00000000";"092";"00000004";"1012";"";"00048127";"0058";"000001";D02AX;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099902";BECLS;BECLOMET/MESA 0,03/10MG/GKL;BECLOMETASON/MESALAZINE;BECLOMETASON/MESALAZINE KLYSMA 3MG/1G=100G FL;"00085510";"0006";"000460";"0007";"000012";"0071284";"0063969";"0,03/10MG/G";"000";"00000000";"092";"00000004";"1012";"";"00045179";"0058";"000007";A07E;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099910";MACRG1;MACROGOL 1500;MACROGOL 1500;MACROGOL 1500;"00085529";"0006";"000980";"0007";"000001";"0071363";"0063256";"";"000";"00000000";"092";"00000004";"1012";"";"00041203";"0058";"000011";Z;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099929";THEOS3;THEOFYLLINE 30MG/ML KLYSMA;THEOFYLLINE;THEOFYLLINE KLYSMA 30MG/ML;"00085537";"0006";"000460";"0007";"000012";"0071293";"0033193";"30MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00010782";"0058";"000007";R03DA04;"0002";"000233";"";"";
"0711";"1";1;"";"01-09-2021";"";"00099937";CHLOS7;CHLORALHYDRAAT 750MG ZETPIL;CHLORALHYDRAAT;CHLORALHYDRAAT ZETPIL  750MG;"00085545";"0006";"000100";"0007";"000012";"0071315";"0032624";"750MG";"000";"00000000";"031";"00000002";"1012";"";"00017035";"0058";"000007";N05CC01;"0002";"000245";"";"";
"0711";"1";1;"";"01-09-2021";"";"00099945";CHLOS3;CHLORALHYDRAAT 300MG ZETPIL;CHLORALHYDRAAT;CHLORALHYDRAAT ZETPIL  300MG;"00085553";"0006";"000100";"0007";"000012";"0071316";"0032624";"300MG";"000";"00000000";"031";"00000002";"1012";"";"00017035";"0058";"000007";N05CC01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099953";OLANT5;OLANZAPINE 5MG TABLET;OLANZAPINE;OLANZAPINE TABLET  5MG;"00085561";"0006";"000230";"0007";"000009";"0071323";"0071324";"5MG";"000";"00000000";"092";"00000004";"1012";"";"00048135";"0058";"000004";N05AH03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099988";OLANT1;OLANZAPINE 10MG TABLET;OLANZAPINE;OLANZAPINE TABLET 10MG;"00085596";"0006";"000230";"0007";"000009";"0071326";"0071324";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00048135";"0058";"000004";N05AH03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00099996";MIDAG;MIDAZOLAM HYDROCHLORIDE;MIDAZOLAM HYDROCHLORIDE;MIDAZOLAM HYDROCHLORIDE;"00085618";"0006";"000980";"0007";"000001";"0071349";"0062182";"";"000";"00000000";"031";"00000002";"1012";"";"00048143";"0058";"000011";N05CD08;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100005";CLODT5;CLODRONINEZUUR 520MG TABLET;CLODRONINEZUUR;CLODRONINEZUUR TABLET OMHULD 520MG;"00085626";"0006";"000016";"0007";"000009";"0071350";"0063400";"520MG";"000";"00000000";"092";"00000004";"1012";"";"00042315";"0058";"000004";M05BA02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100013";KETO;KETOCONAZOL;KETOCONAZOL;KETOCONAZOL;"00085634";"0006";"000980";"0007";"000001";"0061556";"0061556";"";"000";"00000000";"092";"00000004";"1012";"";"00048151";"0058";"000011";J02AB02;"0002";"000215";"";"";
"0711";"1";1;"";"01-08-2015";"";"00100021";HYDRGH;HYDROCORTISON-NATRIUMSUCCIN;HYDROCORTISON-NATRIUMSUCCINAAT;HYDROCORTISON-NATRIUMSUCCINAAT;"00085642";"0006";"000980";"0007";"000001";"0071364";"0032864";"";"000";"00000000";"092";"00000004";"1012";"";"00018457";"0058";"000011";H02AB09;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100056";ALANI2;ALANYLGLUTAM 200MG/ML INFCO;ALANYLGLUTAMINE;ALANYLGLUTAMINE INFOPL CONC 200MG/ML;"00085669";"0006";"000541";"0007";"000010";"0071353";"0071354";"200MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00048186";"0058";"000006";B05XB02;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100064";BROOD2;BROOMHEXINE 2MG/ML DRUPPELS;BROOMHEXINE;BROOMHEXINE DRUPPELS 2MG/ML;"00012750";"0006";"000590";"0007";"000009";"0071355";"0054283";"2MG/ML";"024";"00000028";"092";"00000004";"1012";"";"00004979";"0058";"000004";R05CB02;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100072";TRAMA1;TRAMAZOLIN 1,18MG/ML NEUSSP;TRAMAZOLINE;TRAMAZOLINE NEUSSPRAY 1,18MG/ML;"00085677";"0006";"000521";"0007";"000006";"0071356";"0059556";"1,18MG/ML";"024";"00000010";"092";"00000004";"1012";"";"00000663";"0058";"000002";R01AA09;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100099";SULPT4;SULPIRIDE 400MG TABLET;SULPIRIDE;SULPIRIDE TABLET 400MG;"00085685";"0006";"000230";"0007";"000009";"0071358";"0028563";"400MG";"000";"00000000";"092";"00000004";"1012";"";"00011614";"0058";"000004";N05AL01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100137";OCTOI2;OCTOCOG ALFA 250IE (BAXTER);OCTOCOG ALFA;OCTOCOG ALFA INJECTIEPDR  250IE (BAXTER);"00085707";"0006";"000552";"0007";"000010";"0071410";"0071394";"250IE";"000";"00000000";"092";"00000004";"1012";"";"00048194";"0058";"000006";B02BD02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100145";OCTOI5;OCTOCOG ALFA 500IE (BAXTER);OCTOCOG ALFA;OCTOCOG ALFA INJECTIEPDR  500IE (BAXTER);"00085715";"0006";"000552";"0007";"000010";"0071411";"0071394";"500IE";"000";"00000000";"092";"00000004";"1012";"";"00048194";"0058";"000006";B02BD02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100153";OCTOI1;OCTOCOG ALFA 1000IE (BAXTER;OCTOCOG ALFA;OCTOCOG ALFA INJECTIEPDR 1000IE (BAXTER);"00085723";"0006";"000552";"0007";"000010";"0071412";"0071394";"1000IE";"000";"00000000";"092";"00000004";"1012";"";"00048194";"0058";"000006";B02BD02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100161";OCTOI2;OCTOCOG ALFA 250IE (BAYER);OCTOCOG ALFA;OCTOCOG ALFA INJECTIEPDR  250IE (BAYER);"00085731";"0006";"000552";"0007";"000010";"0071413";"0071394";"250IE";"000";"00000000";"092";"00000004";"1012";"";"00048194";"0058";"000006";B02BD02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100188";OCTOI5;OCTOCOG ALFA 500IE (BAYER);OCTOCOG ALFA;OCTOCOG ALFA INJECTIEPDR  500IE (BAYER);"00085758";"0006";"000552";"0007";"000010";"0071414";"0071394";"500IE";"000";"00000000";"092";"00000004";"1012";"";"00048194";"0058";"000006";B02BD02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100196";OCTOI1;OCTOCOG ALFA 1000IE (BAYER);OCTOCOG ALFA;OCTOCOG ALFA INJECTIEPDR 1000IE (BAYER);"00085766";"0006";"000552";"0007";"000010";"0071415";"0071394";"1000IE";"000";"00000000";"092";"00000004";"1012";"";"00048194";"0058";"000006";B02BD02;"0002";"000245";"";"";
"0711";"1";1;"";"01-10-2022";"";"00100226";VARII1;VARICELLA-Z-IMMUNOGL INJVLS;VARICELLAZOSTERIMMUNOGLOBULINE;VARICELLAZOSTERIMMUNOGLOBULINE INJ 100IE/ML;"00085782";"0006";"000550";"0007";"000010";"0062981";"0062982";"100IE/ML";"000";"00000000";"092";"00000004";"1012";"";"00038806";"0058";"000006";J06BB03;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100234";SACCV8;SACCHAROSE 800MG/ML STROOP;SACCHAROSE;SACCHAROSE STROOP 800MG/ML;"00085790";"0006";"000470";"0007";"000009";"0071547";"0033176";"800MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00048208";"0058";"000004";R05;"0002";"000233";"";"";
"0711";"0";0;"";"01-01-2021";"";"00100250";CODEV5;CODEINE 0,5MG/ML STROOP;CODEINE;CODEINE STROOP 0,5MG/ML;"00085812";"0006";"000470";"0007";"000009";"0071550";"0032652";"0,5MG/ML";"144";"00000029";"031";"00000002";"1012";"";"00014869";"0058";"000004";R05DA04;"0002";"000233";"";"";
"0711";"1";1;"";"01-01-2021";"";"00100269";SACCV;SACCHARO/HONING/GLUC STROOP;SACCHAROSE/HONING/GLUCOSE;SACCHAROSE/HONING/GLUCOSE STROOP 270/280/140MG/ML;"00085820";"0006";"000470";"0007";"000009";"0071551";"0071552";"270/280/140MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00048224";"0058";"000004";R05;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100285";GEMFT9;GEMFIBROZIL 900MG TABLET;GEMFIBROZIL;GEMFIBROZIL TABLET 900MG;"00085847";"0006";"000230";"0007";"000009";"0071705";"0063224";"900MG";"000";"00000000";"092";"00000004";"1012";"";"00040835";"0058";"000004";C10AB04;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100293";NEBIT5;NEBIVOLOL 5MG TABLET;NEBIVOLOL;NEBIVOLOL TABLET 5MG;"00085855";"0006";"000230";"0007";"000009";"0071712";"0071713";"5MG";"000";"00000000";"092";"00000004";"1012";"";"00048232";"0058";"000004";C07AB12;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100307";REMII1;REMIFENTANIL 1MG INJPDR;REMIFENTANIL;REMIFENTANIL INJECTIEPOEDER 1MG;"00085863";"0006";"000552";"0007";"000010";"0071717";"0071718";"1MG";"000";"00000000";"092";"00000004";"1012";"";"00048240";"0058";"000006";N01AH06;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100315";REMII2;REMIFENTANIL 2MG INJPDR;REMIFENTANIL;REMIFENTANIL INJECTIEPOEDER 2MG;"00085871";"0006";"000552";"0007";"000010";"0071719";"0071718";"2MG";"000";"00000000";"092";"00000004";"1012";"";"00048240";"0058";"000006";N01AH06;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100323";REMII5;REMIFENTANIL 5MG INJPDR;REMIFENTANIL;REMIFENTANIL INJECTIEPOEDER 5MG;"00085898";"0006";"000552";"0007";"000010";"0071721";"0071718";"5MG";"000";"00000000";"092";"00000004";"1012";"";"00048240";"0058";"000006";N01AH06;"0002";"000245";"";"";
"0711";"0";0;"";"01-04-2023";"";"00100331";ONDAV8;ONDANSETRON 0,8MG/ML STROOP;ONDANSETRON;ONDANSETRON STROOP 0,8MG/ML;"00085901";"0006";"000470";"0007";"000009";"0071723";"0063406";"0,8MG/ML";"060";"00000026";"092";"00000004";"1012";"";"00042358";"0058";"000004";A04AA01;"0002";"000233";"";"";
"0711";"1";1;"";"01-03-2023";"";"00100358";ONDAS1;ONDANSETRON 16MG ZETPIL;ONDANSETRON;ONDANSETRON ZETPIL 16MG (BASE);"00085928";"0006";"000100";"0007";"000012";"0071724";"0063406";"16MG";"000";"00000000";"092";"00000004";"1012";"";"00048259";"0058";"000007";A04AA01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100366";SUMAS2;SUMATRIPTAN 25MG ZETPIL;SUMATRIPTAN;SUMATRIPTAN ZETPIL 25MG (BASE);"00085936";"0006";"000100";"0007";"000012";"0071728";"0063452";"25MG";"000";"00000000";"092";"00000004";"1012";"";"00048267";"0058";"000007";N02CC01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100374";CYPRT;CYPROT/ETHINYLESTR TABLET;CYPROTERON/ETHINYLESTRADIOL;CYPROTERON/ETHINYLESTRADIOL TABLET OMHULD 2MG/35UG;"00060739";"0006";"000016";"0007";"000009";"0071740";"0062660";"2MG/35UG";"000";"00000000";"092";"00000004";"1012";"";"00023892";"0058";"000004";G03HB01;"0002";"000245";"0002";"000245";
"0711";"0";0;"";"01-08-2020";"";"00100390";HEPAI;HEPATITIS-A+B-VACCIN INJSUS;HEPATITIS-A+B-VACCIN;HEPATITIS-A+B-VACCIN INJSUSP 720E/20UG/ML;"00085952";"0006";"000021";"0007";"000010";"0071743";"0071744";"720E/20UG/ML";"000";"00000000";"092";"00000004";"1012";"";"00048275";"0058";"000006";J07BC20;"0002";"000233";"0002";"000245";
"0711";"0";0;"";"01-08-2020";"";"00100404";SULTT2;SULTIAM 200MG TABLET;SULTIAM;SULTIAM TABLET 200MG;"00085960";"0006";"000230";"0007";"000009";"0071780";"0071781";"200MG";"000";"00000000";"092";"00000004";"1012";"";"00048283";"0058";"000004";N03AX03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100463";COLCT5;COLCHICINE 0,5MG TABLET;COLCHICINE;COLCHICINE TABLET 0,5MG;"00058297";"0006";"000230";"0007";"000009";"0071811";"0060966";"0,5MG";"000";"00000000";"092";"00000004";"1012";"";"00035637";"0058";"000004";M04AC01;"0002";"000245";"";"";
"0711";"1";1;"";"01-09-2021";"";"00100471";MITOI4;MITOMYCINE 40MG INJPDR;MITOMYCINE;MITOMYCINE INJECTIEPOEDER 40MG;"00086010";"0006";"000552";"0007";"000159";"0071812";"0061795";"40MG";"000";"00000000";"092";"00000004";"1012";"";"00069299";"0058";"000018";L01DC03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100498";SERTT4;SERTINDOL 4MG TABLET;SERTINDOL;SERTINDOL TABLET OMHULD  4MG;"00086029";"0006";"000016";"0007";"000009";"0072164";"0072165";"4MG";"000";"00000000";"092";"00000004";"1012";"";"00048305";"0058";"000004";N05AE03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00100528";SERTT1;SERTINDOL 16MG TABLET;SERTINDOL;SERTINDOL TABLET OMHULD 16MG;"00086045";"0006";"000016";"0007";"000009";"0072170";"0072165";"16MG";"000";"00000000";"092";"00000004";"1012";"";"00048305";"0058";"000004";N05AE03;"0002";"000245";"";"";
"0711";"1";1;"";"01-08-2015";"";"00100552";NATRI;NACL/NAHCO3 HEMODIALYSEOPL;NATRIUMCHLORIDE/BICARBONAAT;NATRIUMCHLORIDE/BICARBONAAT HEMODIALYSEOPL;"00086088";"0006";"000571";"0007";"000078";"0072230";"0089668";"5,845/3,36MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00048321";"0058";"000006";B05ZA;"0002";"000233";"";"";
"0711";"1";1;"";"01-07-2012";"";"00100560";HEMOI;HEMOFILTRATIEOPL E2;HEMOFILTRATIEOPLOSSING E2;HEMOFILTRATIEOPLOSSING E2;"00086096";"0006";"000002";"0007";"000005";"0072231";"0072231";"";"000";"00000000";"092";"00000004";"1012";"";"00027553";"0058";"000006";B05ZB;"0002";"000233";"";"";
"0711";"9";0;"";"";"";"90132203";"";"23 0197 BAY2927088";"23 0197 BAY2927088";"23-0197 BAY2927088 10MG TABL 25ST";"99969084";"0006";"000230";"0007";"";"9987847";"";"10MG";"";"";"";"";"1012";"";"";"0058";"";"23-0197";"0002";"000245";"";"";""
