"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"TSNR";"TSITNR";"THITMK";"THAKD1";"THAKD2";"THAKD3";"THAKD4";"THAKD5";"THAKD6";"THNM15";"THNM50";"THNM4";"THNM25";"NIETVOORSC";"SourceCode"
"0902";"0";0;"";"0006";"000432";"";C;"";"";"";"";"";VLST V INH.DAMP;VLOEISTOF VOOR INHALATIEDAMP;"";VLST VOOR INHALATIEDAMP;0;
"0902";"1";1;"";"0006";"000433";"";C;"";"";"";"";"";* LOTION;* LOTION;"";* LOTION;0;
"0902";"0";0;"";"0006";"000434";"";"";"";"";"";"";"";VLOEISTOF;VLOEISTOF;"";VLOEISTOF;0;
"0902";"1";1;"";"0006";"000435";"";C;"";"";"";"";"";VAGINA-SPOELING;** VAGINALE SPOELING;"";VAGINALE SPOELING;0;
"0902";"0";0;"";"0006";"000436";"";"";"";"";S;"";"";SPOELING URETHR;SPOELING VOOR URETHRAAL GEBRUIK;"";URETHRALE SPOELING;0;
"0902";"0";0;"";"0006";"000437";"";"";"";"";"";"";"";CONCV OPLOSSING;CONCENTRAAT VOOR OPLOSSING;"";CONCENTR. VOOR OPLOSSING;0;
"0902";"0";0;"";"0006";"000440";"";C;"";"";S;"";"";BLAASSPOELING;BLAASSPOELING;"";BLAASSPOELING;0;
"0902";"0";0;"";"0006";"000450";"";C;"";"";"";"";"";IRRIGATIEVLST;IRRIGATIEVLOEISTOF;"";IRRIGATIEVLOEISTOF;0;
"0902";"0";0;"";"0006";"000460";"";C;"";"";"";"";"";KLYSMA;KLYSMA;"";KLYSMA;0;
"0902";"1";1;"";"0006";"000461";"";C;"";"";"";"";"";DRUPPELKLYSMA;** DRUPPELKLYSMA;"";DRUPPELKLYSMA;0;
"0902";"1";1;"";"0006";"000462";"";B;"";V;"";"";"";KLYSMA + DRAGEE;* KLYSMA + DRAGEE;"";KLYSMA + DRAGEE;0;
"0902";"0";0;"";"0006";"000463";"";C;"";"";"";"";"";CONC V KLYSMA;CONCENTRAAT VOOR KLYSMA;"";CONCENTRAAT VOOR KLYSMA;0;
"0902";"0";0;"";"0006";"000464";"";C;"";"";"";"";"";TABLET V KLYSMA;TABLET VOOR KLYSMA;"";TABLET VOOR KLYSMA;0;
"0902";"0";0;"";"0006";"000470";"";C;"";"";"";"";"";STROOP;STROOP;"";STROOP;0;
"0902";"0";0;"";"0006";"000480";"";C;"";"";"";"";"";SUSP ORAAL;SUSPENSIE VOOR ORAAL GEBRUIK;"";SUSPENSIE ORAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000481";"";C;"";"";"";"";"";EMULSIE ORAAL;EMULSIE VOOR ORAAL GEBRUIK;"";EMULSIE ORAAL;0;
"0902";"0";0;"";"0006";"000482";"";C;"";"";"";"";"";SUSP CUTAAN;SUSPENSIE VOOR CUTAAN GEBRUIK;"";SUSPENSIE CUTAAN;0;
"0902";"1";1;"";"0006";"000483";"";B;"";"";"";"";X;SUSPENSIE, VERD;* SUSPENSIE, VERDEELD;"";SUSPENSIE, VERDEELD;0;
"0902";"0";0;"";"0006";"000485";"";C;"";"";"";"";"";SUSP.GASTRO-ENT;SUSPENSIE VOOR GASTRO-ENTERAAL GEBRUIK;"";SUSPENSIE GASTRO-ENTERAAL;0;
"0902";"0";0;"";"0006";"000486";"";C;"";"";S;"";"";ENDOTR INST SUS;ENDOTRACHEOPULMONAIRE INSTILLATIE, SUSPENSIE;"";ENDOTRACH INSTILLATIE SUS;0;
"0902";"0";0;"";"0006";"000491";"";C;"";"";"";"";"";KRUIDENTHEE;KRUIDENTHEE;"";KRUIDENTHEE;0;
"0902";"1";1;"";"0006";"000492";"";C;"";"";"";"";"";KOEKJE;** KOEKJE;"";KOEKJE;0;
"0902";"0";0;"";"0006";"000500";"";"";"";"";S;"";"";OOGDRUPPELS;OOGDRUPPELS;"";OOGDRUPPELS;0;
"0902";"1";1;"";"0006";"000501";"";B;"";M;S;"";"";NEUS/OOGDR;* NEUS/OOGDRUPPELS;"";NEUS/OOGDRUPPELS;0;
"0902";"0";0;"";"0006";"000510";"";"";"";"";"";"";"";OORDRUPPELS;OORDRUPPELS;"";OORDRUPPELS;0;
"0902";"0";0;"";"0006";"000511";"";"";"";"";"";"";"";OORSPRAY;OORSPRAY;"";OORSPRAY;0;
"0902";"0";0;"";"0006";"000520";"";"";"";"";"";"";"";NEUSDRUPPELS;NEUSDRUPPELS;"";NEUSDRUPPELS;0;
"0902";"0";0;"";"0006";"000521";"";"";"";"";"";"";"";NEUSSPRAY;NEUSSPRAY;"";NEUSSPRAY;0;
"0902";"0";0;"";"0006";"000522";"";C;"";"";"";"";"";NEUSSPOELING;NEUSSPOELING;"";NEUSSPOELING;0;
"0902";"0";0;"";"0006";"000530";"";"";"";"";"";"";"";VERNEVELVLST;VERNEVELVLOEISTOF;"";VERNEVELVLOEISTOF;0;
"0902";"0";0;"";"0006";"000531";"";C;"";"";"";"";"";AEROSOL;AEROSOL;"";AEROSOL;0;
"0902";"0";0;"";"0006";"000532";"";C;"";"";"";"";"";AEROSOL(OPL);AEROSOL, OPLOSSING;"";AEROSOL, OPLOSSING;0;
"0902";"0";0;"";"0006";"000535";"";C;"";"";"";"";"";INHALATIEGAS;INHALATIEGAS;"";INHALATIEGAS;0;
"0902";"0";0;"";"0006";"000540";"";"";"";"";S;"";"";INFVLST;INFUSIEVLOEISTOF;"";INFUSIEVLOEISTOF;0;
"0902";"0";0;"";"0006";"000541";"";C;"";"";S;"";"";INFOPL CONC;CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE;"";CONCENTRAAT INFUSIEOPL;0;
"0902";"0";0;"";"0006";"000550";"";"";"";"";S;"";"";INJVLST;INJECTIEVLOEISTOF;"";INJECTIEVLOEISTOF;0;
"0902";"0";0;"";"0006";"000551";"";C;"";"";S;"";"";INJOPL CONC;CONCENTRAAT VOOR OPLOSSING VOOR INJECTIE;"";CONCENTRAAT INJECTIEOPL;0;
"0902";"0";0;"";"0006";"000552";"";"";"";"";S;"";"";PDR V INJVLST;POEDER VOOR INJECTIEVLOEISTOF;"";POEDER INJECTIEVLOEISTOF;0;
"0902";"0";0;"";"0006";"000553";"";C;"";"";S;"";"";INFUSIEPOEDER;POEDER VOOR OPLOSSING VOOR INFUSIE;"";POEDER INFUSIEOPL;0;
"0902";"1";1;"";"0006";"000556";"";B;"";M;S;"";"";INJVLST/KLYSMA;** INJECTIEVLOEISTOF/KLYSMA;"";INJECTIEVLOEISTOF/KLYSMA;0;
"0902";"1";1;"";"0006";"000557";"";"";"";"";"";"";"";INJVLST + CAPS.;* INJECTIEVLOEISTOF + CAPSULE;"";INJECTIEVLST. + CAPSULE;0;
"0902";"0";0;"";"0006";"000559";"";C;"";"";S;"";"";PDR INJ/INFOPL;POEDER VOOR INJECTIE/INFUSIEOPLOSSING;"";PDR V INJ/INFUSIEOPL;0;
"0902";"0";0;"";"0006";"000571";"";C;"";"";S;"";"";HEMODIALYSEOPL.;OPLOSSING VOOR HEMODIALYSE;"";HEMODIALYSEOPLOSSING;0;
"0902";"1";1;"";"0006";"000572";"";C;"";"";S;"";"";PERIT.DIAL.CONC;** PERITONEAALDIALYSEVLOEISTOF CONCENTRAAT;"";PERITON.DIALYSEVLST. CONC;0;
"0902";"0";0;"";"0006";"000573";"";C;"";"";S;"";"";HEMOD.OPL. CONC;CONCENTRAAT VOOR OPLOSSING VOOR HEMODIALYSE;"";HEMODIALYSEOPLOSSING CONC;0;
"0902";"0";0;"";"0006";"000574";"";C;"";"";S;"";"";PERIT.DIAL.OPL.;OPLOSSING VOOR PERITONEALE DIALYSE;"";PERITONEAALDIALYSEOPL;0;
"0902";"0";0;"";"0006";"000575";"";C;"";"";S;"";"";HEMOFILTR/DIAL.;OPLOSSING VOOR HEMOFILTRATIE/HEMODIALYSE;"";HEMOFILTR/HEMODIALYSEOPL.;0;
"0902";"1";1;"";"0006";"000580";"";B;"";M;S;"";"";OOG/OORDRUPP;* OOG/OORDRUPPELS;"";OOG/OORDRUPPELS;0;
"0902";"1";1;"";"0006";"000585";"";B;"";M;S;"";"";INJVLST/INFVLST;* INJECTIEVLOEISTOF/INFUSIEVLOEISTOF;"";INJECTIEVLST/INFUSIEVLST;0;
"0902";"0";0;"";"0006";"000590";"";"";"";"";"";"";"";DRUPPELS;DRUPPELS VOOR ORAAL GEBRUIK;"";DRUPPELS V ORAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000591";"";C;"";"";"";"";"";DRUPPELS OROMUC;DRUPPELS VOOR OROMUCOSAAL GEBRUIK;"";DRUPPELS OROMUCOSAAL;0;
"0902";"1";1;"";"0006";"000601";"";C;"";"";S;"";"";WONDSPRAY;* WONDSPRAY;"";WONDSPRAY;0;
"0902";"0";0;"";"0006";"000602";"";"";"";"";"";"";"";SPRAY;SPRAY;"";SPRAY;0;
"0902";"0";0;"";"0006";"000611";"";"";"";"";"";"";"";SPOELING;SPOELING;"";SPOELING;0;
"0902";"1";1;"";"0006";"000612";"";C;"";"";S;"";"";WONDSPOELING;* WONDSPOELING;"";WONDSPOELING;0;
"0902";"0";0;"";"0006";"000613";"";C;"";"";"";"";"";PDR V MONDSPOEL;POEDER VOOR MONDSPOELING;"";POEDER MONDSPOELING;0;
"0902";"0";0;"";"0006";"000621";"";"";"";"";S;"";"";INSTILLATIEVLST;INSTILLATIEVLOEISTOF;"";INSTILLATIEVLOEISTOF;0;
"0902";"0";0;"";"0006";"000630";"";C;"";"";S;"";"";OOGWASSING;OOGWASSING;"";OOGWASSING;0;
"0902";"1";1;"";"0006";"000640";"";B;"";M;S;"";"";N/O/OORDR;* NEUS/OOG/OORDRUPPELS;"";NEUS/OOG/OORDRUPPELS;0;
"0902";"1";1;"";"0006";"000641";"";B;"";M;"";"";"";NEUS/OORDRUP;** NEUS/OORDRUPPELS;"";NEUS/OORDRUPPELS;0;
"0902";"1";1;"";"0006";"000642";"";B;"";M;"";"";"";KNO DRUPPELS;* KEEL/NEUS/OORDRUPPELS;"";KEEL/NEUS/OORDRUPPELS;0;
"0902";"1";1;"";"0006";"000651";"";C;"";"";"";"";"";APPLVLST CUTAAN;* APPLICATIEVLOEISTOF VOOR CUTAAN GEBRUIK;"";APPLICATIEVLOEIST. CUTAAN;0;
"0902";"0";0;"";"0006";"000652";"";"";"";"";"";"";"";HUIDSPRAY;HUIDSPRAY;"";HUIDSPRAY;0;
"0902";"1";1;"";"0006";"000653";"";C;"";"";"";"";"";BADOLIE;* BADOLIE;"";BADOLIE;0;
"0902";"0";0;"";"0006";"000654";"";C;"";"";"";"";"";SPRAY OROMUCOS;SPRAY VOOR OROMUCOSAAL GEBRUIK;"";SPRAY OROMUCOSAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000656";"";C;"";"";"";"";"";ENDOTR INST OPL;ENDOTRACHEOPULMONAIRE INSTILLATIE, OPLOSSING;"";ENDOTRACH INSTILLATIE OPL;0;
"0902";"0";0;"";"0006";"000657";"";"";"";"";"";"";"";VLST VAGINAAL;VLOEISTOF VOOR VAGINAAL GEBRUIK;"";VLOEISTOF, VAGINAAL;0;
"0902";"0";0;"";"0006";"000658";"";C;"";"";"";"";"";ENDOTR INST PVS;ENDOTRACHEOPULMONAIRE INSTILLATIE, PDR V SUSPENSIE;"";ENDOTR INST PDR V SUSP;0;
"0902";"0";0;"";"0006";"000660";"";C;"";"";S;"";"";OPLOSMID PARENT;OPLOSMIDDEL VOOR PARENTERAAL GEBRUIK;"";OPLOSMIDDEL PARENTERAAL;0;
"0902";"1";1;"";"0006";"000680";"";C;"";"";S;"";"";VERBANDSPRAY;* VERBANDSPRAY;"";VERBANDSPRAY;0;
"0902";"1";1;"";"0006";"000700";"";C;"";"";"";"";"";ZEEP;* ZEEP;"";ZEEP;0;
"0902";"1";1;"";"0006";"000701";"";B;"";V;"";"";"";ZEEP+APPLICVLST;** ZEEP + APPLICATIEVLOEISTOF;"";ZEEP+APPLICATIEVLOEISTOF;0;
"0902";"1";1;"";"0006";"000702";"";C;"";"";"";"";"";ZEEPOPLOSSING;* ZEEPOPLOSSING;"";ZEEPOPLOSSING;0;
"0902";"0";0;"";"0006";"000710";"";C;"";"";"";"";"";SHAMPOO;SHAMPOO;"";SHAMPOO;0;
"0902";"0";0;"";"0006";"000715";"";"";"";"";"";"";"";SPONS;SPONS;"";SPONS;0;
"0902";"0";0;"";"0006";"000720";"";C;"";"";"";"";"";HUIDSTIFT;HUIDSTIFT;"";HUIDSTIFT;0;
"0902";"0";0;"";"0006";"000721";"";C;"";"";"";"";"";OORSTIFT;OORSTIFT;"";OORSTIFT;0;
"0902";"0";0;"";"0006";"000722";"";C;"";"";S;"";"";URETHRAALSTIFT;STIFT VOOR URETHRAAL GEBRUIK;"";URETHRAALSTIFT;0;
"0902";"0";0;"";"0006";"000723";"";C;"";"";"";"";"";NEUSSTIFT;NEUSSTIFT;"";NEUSSTIFT;0;
"0902";"0";0;"";"0006";"000724";"";C;"";"";S;"";"";OOGINSERT;OOGINSERT;"";OOGINSERT;0;
"0902";"1";1;"";"0006";"000725";"";C;"";"";"";"";"";INHALATIESTIFT;** INHALATIESTIFT;"";INHALATIESTIFT;0;
"0902";"0";0;"";"0006";"000726";"";C;"";"";"";"";"";STIFT DENTAAL;STIFT VOOR DENTAAL GEBRUIK;"";STIFT DENTAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000730";"";C;"";"";"";"";"";SCHUIM CUTAAN;SCHUIM VOOR CUTAAN GEBRUIK;"";SCHUIM CUTAAN;0;
"0902";"0";0;"";"0006";"000731";"";C;"";"";"";"";"";SCHUIM VAGINAAL;SCHUIM VOOR VAGINAAL GEBRUIK;"";SCHUIM V VAGINAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000732";"";C;"";"";"";"";"";SCHUIM RECTAAL;SCHUIM VOOR RECTAAL GEBRUIK;"";SCHUIM V RECTAAL GEBRUIK;0;
"0902";"1";1;"";"0006";"000733";"";"";"";"";"";"";X;SCHUIM DENTAAL;** SCHUIM VOOR DENTAAL GEBRUIK;"";SCHUIM DENTAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000740";"";C;"";"";"";"";"";TANDPASTA;TANDPASTA;"";TANDPASTA;0;
"0902";"0";0;"";"0006";"000741";"";C;"";"";"";"";"";POEDER DENTAAL;POEDER VOOR DENTAAL GEBRUIK;"";POEDER DENTAAL GEBRUIK;0;
"0902";"1";1;"";"0006";"000742";"";C;"";"";"";"";"";TANDDRUPPELS;** TANDDRUPPELS;"";TANDDRUPPELS;0;
"0902";"0";0;"";"0006";"000743";"";C;"";"";"";"";"";GEL DENTAAL;GEL VOOR DENTAAL GEBRUIK;"";GEL VOOR DENTAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000744";"";"";"";"";"";"";"";VLST DENTAAL;VLOEISTOF VOOR DENTAAL GEBRUIK;"";VLOEISTOF DENTAAL GEBRUIK;0;
"0902";"1";1;"";"0006";"000745";"";C;"";"";"";X;"";CONC INHALVLST;** CONCENTRAAT VOOR INHALATIEVLOEISTOF;"";CONCENTRAAT INHALATIEVLST;0;
"0902";"0";0;"";"0006";"000751";"";C;"";"";"";N;"";PLEISTER;PLEISTER;"";PLEISTER;0;
"0902";"0";0;"";"0006";"000752";"";C;"";"";"";J;"";PLEISTER TRD;PLEISTER VOOR TRANSDERMAAL GEBRUIK;"";PLEISTER TRANSDERMAAL;0;
"0902";"0";0;"";"0006";"000753";"";C;"";"";S;"";"";VERBAND GEIMPR.;GEIMPREGNEERD VERBANDGAAS;"";GEIMPREGNEERD VERBANDGAAS;0;
"0902";"0";0;"";"0006";"000754";"";C;"";"";"";"";"";WATTEN GEIMPREG;WATTEN, GEIMPREGNEERD;"";WATTEN, GEIMPREGNEERD;0;
"0902";"1";1;"";"0006";"000755";"";C;"";"";S;"";"";CEMENT;* CEMENT;"";CEMENT;0;
"0902";"0";0;"";"0006";"000756";"";"";"";"";S;"";"";POEDER V CEMENT;POEDER VOOR CEMENT;"";POEDER VOOR CEMENT;0;
"0902";"0";0;"";"0006";"000760";"";"";"";"";S;"";"";IUD;IUD (INTRA UTERINE DEVICE);"";IUD;0;
"0902";"0";0;"";"0006";"000770";"";"";"";"";"";"";"";TAMPON;TAMPON;"";TAMPON;0;
"0902";"1";1;"";"0006";"000771";"";C;"";"";"";"";"";DEPPER (GEIMPR);* DEPPER (GEIMPREGNEERD);"";DEPPER (GEIMPREGNEERD);0;
"0902";"0";0;"";"0006";"000772";"";"";"";"";"";"";"";TAMPON GEIMPR.;TAMPON, GEIMPREGNEERD;"";TAMPON, GEIMPREGNEERD;0;
"0902";"0";0;"";"0006";"000774";"";C;"";"";"";"";"";TAMPON VAGINAAL;TAMPON VOOR VAGINAAL GEBRUIK;"";TAMPON V.VAGINAAL GEBRUIK;0;
"0902";"1";1;"";"0006";"000781";"";C;"";"";S;R;"";LAMEL;** LAMEL;"";LAMEL;0;
"0902";"1";1;"";"0006";"000782";"";C;"";"";S;R;"";LAMEL MGA;** LAMEL MET GEREGULEERDE AFGIFTE;"";LAMEL MET GEREGUL.AFGIFTE;0;
"0902";"1";1;"";"0006";"000783";"";C;"";"";S;R;"";OOGSTRIP;* OOGSTRIP (GEIMPREGNEERD);"";OOGSTRIP (GEIMPREGNEERD);0;
"0902";"0";0;"";"0006";"000784";"";"";"";"";S;"";"";SPOEL. INTRAOC.;SPOELING VOOR INTRA-OCULAIR GEBRUIK;"";SPOELING INTRA-OCULAIR;0;
"0902";"0";0;"";"0006";"000785";"";"";"";"";S;"";"";INSTILL.INTRAOC;INSTILLATIEVLOEISTOF VOOR INTRA-OCULAIR GEBRUIK;"";INSTILLATIE INTRA-OCULAIR;0;
"0902";"1";1;"";"0006";"000791";"";C;"";"";"";X;"";SIGARET;* SIGARET;"";SIGARET;0;
"0902";"0";0;"";"0006";"000800";"";"";"";"";S;"";"";PDR V VERNEVELV;POEDER VOOR VERNEVELVLOEISTOF;"";POEDER V VERNEVELVLOEIST;0;
"0902";"0";0;"";"0006";"000801";"";C;"";"";"";"";"";TRANSDERMSYST;SYSTEEM VOOR TRANSDERMAAL GEBRUIK;"";SYST VOOR TRANSDERM GEBR;0;
"0902";"1";1;"";"0006";"000901";"";C;"";"";S;X;"";LENSINBRENGVLST;** CONTACTLENSINBRENGVLOEISTOF;"";CONTACTLENSINBRENGVLOEIST;0;
"0902";"1";1;"";"0006";"000902";"";C;"";"";S;"";"";LENSBEWAARVLST;* CONTACTLENSBEWAARVLOEISTOF;"";CONTACTLENSBEWAARVLOEIST.;0;
"0902";"1";1;"";"0006";"000903";"";C;"";"";S;"";"";LENSREINIGVLST;* CONTACTLENSREINIGINGSVLOEISTOF;"";CONTACTLENSREINIGINGSVLST;0;
"0902";"0";0;"";"0006";"000904";"";C;"";"";S;"";"";WEEFSELLIJM;WEEFSELLIJM;"";WEEFSELLIJM;0;
"0902";"0";0;"";"0006";"000905";"";C;"";"";"";"";"";TAB MSR + MGA;MAAGSAPRESISTENTE TABLET MET GEREGULEERDE AFGIFTE;"";MAAGSAPR TABLET MGA;0;
"0902";"0";0;"";"0006";"000906";"";C;"";"";S;"";"";IMPLANT.SUSP.;SUSPENSIE VOOR IMPLANTATIE;"";SUSPENSIE VOOR IMPLANTATI;0;
"0902";"0";0;"";"0006";"000910";"";C;"";"";S;"";"";IMPLANT.KETTING;IMPLANTATIEKETTING;"";IMPLANTATIEKETTING;0;
"0902";"0";0;"";"0006";"000920";"";"";"";"";S;"";"";IMPLANT.KRAAL;IMPLANTATIEKRAAL;"";IMPLANTATIEKRAAL;0;
"0902";"1";1;"";"0006";"000930";"";C;"";"";"";X;"";GAS;** GAS;"";GAS;0;
"0902";"0";0;"";"0006";"000980";"";"";"";"";"";"";"";NVT;NIET VAN TOEPASSING;"";NIET VAN TOEPASSING;0;
"0902";"1";1;"";"0006";"000990";"";C;"";"";"";"";"";ONBEKEND;** ONBEKEND;"";ONBEKEND;0;
"0902";"0";0;"";"0006";"000991";"";"";"";"";"";"";"";POEDER LOKAAL;POEDER VOOR LOKAAL GEBRUIK;"";POEDER LOKAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000992";"";C;"";"";"";"";"";TAB+TAB VAGIN.;TABLET + TABLET VOOR VAGINAAL GEBRUIK;"";TABLET + TABLET VAGINAAL;0;
"0902";"0";0;"";"0006";"000993";"";C;"";"";S;"";"";WEEFSELLIJM MAT;WEEFSELLIJM MATRIX;"";WEEFSELLIJM MATRIX;0;
"0902";"0";0;"";"0006";"000994";"";C;"";"";"";"";"";KAUW-/DISPERTAB;KAUW-/DISPERGEERBARE TABLET;"";KAUW-/DISPERTABLET;0;
"0902";"0";0;"";"0006";"000995";"";"";"";"";"";"";"";PASTILLE;PASTILLE;"";PASTILLE;0;
"0902";"0";0;"";"0006";"000996";"";"";"";"";"";"";"";DRUPPELS SUBLIN;DRUPPELS VOOR SUBLINGUAAL GEBRUIK;"";DRUPPELS SUBLINGUAAL;0;
"0902";"0";0;"";"0007";"000000";"";"";"";"";"";"";"";NIET INGEVULD;TOEDIENINGSWEG NIET INGEVULD;"";NIET INGEV.;0;
"0902";"0";0;"";"0007";"000001";"";C;"";"";"";"";"";NIET VAN TOEPAS;NIET VAN TOEPASSING;"";NVT;0;
"0902";"0";0;"";"0007";"000002";"";C;"";"";"";"";"";INTRAMUSCULAIR;INTRAMUSCULAIR;"";IM;0;
"0902";"0";0;"";"0007";"000005";"";C;"";"";"";"";"";INTRAVENEUS;INTRAVENEUS;"";IV;0;
"0902";"0";0;"";"0007";"000006";"";C;"";"";"";"";"";NASAAL;NASAAL;"";NEUS;0;
"0902";"0";0;"";"0007";"000007";"";C;"";"";"";"";"";OCULAIR;OCULAIR;"";OOG;0;
"0902";"0";0;"";"0007";"000008";"";C;"";"";"";"";"";AURICULAIR;AURICULAIR;"";OOR;0;
"0902";"0";0;"";"0007";"000009";"";C;"";"";"";"";"";ORAAL;ORAAL;"";ORAAL;0;
"0902";"0";0;"";"0007";"000010";"";"";"";M;"";"";"";PARENTERAAL;PARENTERAAL;"";PARENTERAAL;0;
"0902";"0";0;"";"0007";"000011";"";C;"";"";"";"";"";INTRAPERITONEAA;INTRAPERITONEAAL;"";PERITONEAAL;0;
"0902";"0";0;"";"0007";"000012";"";C;"";"";"";"";"";RECTAAL;RECTAAL;"";RECTAAL;0;
"0902";"0";0;"";"0007";"000013";"";"";"";M;"";"";"";CUTAAN/ORAAL;CUTAAN, ORAAL;"";CUT/ORAAL;0;
"0902";"0";0;"";"0007";"000014";"";"";"";M;"";"";"";IM/OOG/SC;INTRAMUSCULAIR, OCULAIR, SUBCUTAAN;"";IM/OOG/SC;0;
"0902";"1";1;"";"0007";"000016";"";C;"";"";"";"";"";INSTILLATIE;* INSTILLATIE;"";INSTILLATIE;0;
"0902";"0";0;"";"0007";"000018";"";"";"";M;"";"";"";IM/IV;INTRAMUSCULAIR, INTRAVENEUS;"";IM/IV;0;
"0902";"1";1;"";"0007";"000019";"";"";"";M;"";"";"";LOKAAL/RECTAAL;** LOKAAL, RECTAAL;"";LOK/RECTAAL;0;
"0902";"0";0;"";"0007";"000021";"";C;"";"";"";"";"";SUBCUTAAN;SUBCUTAAN;"";SUBCUTAAN;0;
"0902";"0";0;"";"0007";"000024";"";C;"";"";"";"";"";INTRADERMAAL;INTRADERMAAL;"";INTRADERM;0;
"0902";"0";0;"";"0007";"000030";"";"";"";M;"";"";"";IV/SC;INTRAVENEUS, SUBCUTAAN;"";IV/SC;0;
"0902";"0";0;"";"0007";"000034";"";C;"";"";"";"";"";OROMUCOSAAL;OROMUCOSAAL;"";OROMUCOSAAL;0;
"0902";"1";1;"";"0007";"000035";"";"";"";M;"";"";"";OOG/OOR;* OCULAIR, AURICULAIR;"";OOG/OOR;0;
"0902";"1";1;"";"0007";"000036";"";"";"";M;"";"";"";OOG/OOR/NEUS;* OCULAIR, AURICULAIR, NASAAL;"";OOG/OOR/NEU;0;
"0902";"1";1;"";"0007";"000037";"";"";"";M;"";"";"";OOR/NEUS;** AURICULAIR, NASAAL;"";OOR/NEUS;0;
"0902";"0";0;"";"0007";"000038";"";C;"";"";"";"";"";VAGINAAL;VAGINAAL;"";VAGINAAL;0;
"0902";"0";0;"";"0007";"000041";"";C;"";"";"";"";"";INTRATHECAAL;INTRATHECAAL;"";INTRATHEC.;0;
"0902";"0";0;"";"0007";"000043";"";"";"";M;"";"";"";IM/SC;INTRAMUSCULAIR, SUBCUTAAN;"";IM/SC;0;
"0902";"1";1;"";"0007";"000049";"";"";"";M;"";"";"";LOKAAL/ORAAL;** LOKAAL, ORAAL;"";LOK/ORAAL;0;
"0902";"0";0;"";"0007";"000050";"";C;"";"";"";"";"";EPIDURAAL;EPIDURAAL;"";EPIDURAAL;0;
"0902";"1";1;"";"0007";"000051";"";"";"";M;"";"";"";AMNIONAAL;* INTRA-AMNIONAAL, EXTRA-AMNIONAAL;"";AMNIONAAL;0;
"0902";"0";0;"";"0007";"000052";"";C;"";"";"";"";"";INTRA-ARTERIEEL;INTRA-ARTERIEEL;"";ARTERIEEL;0;
"0902";"0";0;"";"0007";"000053";"";C;"";"";"";"";"";CUTAAN;CUTAAN;"";CUTAAN;0;
"0902";"0";0;"";"0007";"000054";"";C;"";"";"";"";"";GASTRO-ENTERAAL;GASTRO-ENTERAAL;"";GASTR-ENTER;0;
"0902";"0";0;"";"0007";"000055";"";C;"";"";"";"";"";INTRA-ARTICUL.;INTRA-ARTICULAIR;"";INTRA-ART.;0;
"0902";"1";1;"";"0007";"000056";"";C;"";"";"";"";"";IRRIGATIE;** IRRIGATIE;"";IRRIGATIE;0;
"0902";"1";1;"";"0007";"000057";"";C;"";"";"";"";"";INSUFFLATIE;** INSUFFLATIE;"";INSUFFLATIE;0;
"0902";"0";0;"";"0007";"000058";"";C;"";"";"";"";"";TRANSDERMAAL;TRANSDERMAAL;"";TRANSDERML;0;
"0902";"0";0;"";"0007";"000059";"";C;"";"";"";"";"";PERINEURAAL;PERINEURAAL;"";PERINEURAAL;0;
"0902";"0";0;"";"0007";"000060";"";C;"";"";"";"";"";INTRAPLEURAAL;INTRAPLEURAAL;"";PLEURAAL;0;
"0902";"0";0;"";"0007";"000061";"";C;"";"";"";"";"";INTRASTERNAAL;INTRASTERNAAL;"";STERNAAL;0;
"0902";"0";0;"";"0007";"000062";"";C;"";"";"";"";"";INHALATIE;INHALATIE;"";INHALATIE;0;
"0902";"0";0;"";"0007";"000063";"";C;"";"";"";"";"";URETHRAAL;URETHRAAL;"";URETHRAAL;0;
"0902";"0";0;"";"0007";"000064";"";"";"";M;"";"";"";INT-ARTICUL/IM;INTRA-ARTICULAIR, INTRAMUSCULAIR;"";INT-ARTI/IM;0;
"0902";"1";1;"";"0007";"000065";"";"";"";M;"";"";"";AMNIONAAL/VAG;** INTRA/EXTRA AMNIONAAL, VAGINAAL;"";AMN/VAG;0;
"0902";"1";1;"";"0007";"000068";"";"";"";M;"";"";"";AMNIONAAL/IV;** INTRA/EXTRA AMNIONAAL, INTRAVENEUS;"";AMN/IV;0;
"0902";"1";1;"";"0007";"000069";"";"";"";M;"";"";"";CUTAAN/TRANSCUT;* CUTAAN, TRANSCUTAAN;"";CUT/PERCUT;0;
"0902";"0";0;"";"0007";"000070";"";C;"";"";"";"";"";OROFARYNGEAAL;OROFARYNGEAAL;"";OROFARYNGEA;0;
"0902";"1";1;"";"0007";"000071";"";C;"";"";"";"";"";SUBMUKEUS;** SUBMUKEUS;"";SUBMUKEUS;0;
"0902";"0";0;"";"0007";"000072";"";C;"";"";"";"";"";INTRACARDIAAL;INTRACARDIAAL;"";CARDIAAL;0;
