Backup ID,Bestandnummer,Bruto formule,CAS-nummer,Code opiumwet,Code rijvaardigheid,Code stamnaam toegestaan,Code vergift,Code werkzaam bestanddeel/hulp,Databroncode,Generieke naam,Generiekenaamcode,Informatorium stof code,IsStamnaam,Molecuulgewicht,Molecuulgewicht indicator,Molecuulgewicht samenstelling,Mutatiecode,Soortelijk gewicht,Stamnaamcode,Volledige generieke naam code,Voorkeurseenheid memocode
,0750,C13H18N2O4S,000087092,,,S,,W,,ALMECILLINE,036439,000000,TRUE,330.40,,330.40,0,0.00,036439,036439,MG
,0750,C15H23NO2,013655522,,,S,,W,,ALPRENOLOL,036447,000000,TRUE,249.34,,249.34,0,0.00,036447,036447,MG
,0750,C4H7AlO5,000142030,,,S,,W,,ALUMINIUMSUBACETAAT,036455,000000,TRUE,162.40,,162.40,0,0.00,036455,036455,MG
,0750,C10H17N,000768945,,1,S,,W,,AMANTADINE,036463,000399,TRUE,151.26,,151.26,0,0.00,036463,036463,MG
,0750,C20H36N2O4S,031377238,,1,,,W,,AMANTADINE SULFAAT,036471,000399,FALSE,432.64,,216.30,0,0.00,036463,036471,MG
,0750,C8H11N7S,000539219,,,S,,W,,AMBAZON,036498,000282,TRUE,237.30,,237.30,0,0.00,036498,036498,MG
,0750,C28H42Cl2N4O2,007648988,,,S,,W,,AMBENONIUM,036501,000000,TRUE,573.60,,573.60,0,0.00,036501,036501,MG
,0750,C28H42Cl4N4O2,000115797,,,,,W,,AMBENONIUM DICHLORIDE-0-WATER,036528,000000,FALSE,608.50,,608.50,0,0.00,036501,036528,MG
,0750,C28H42Cl4N4O2.4H20,052022318,,,,,W,,AMBENONIUM DICHLORIDE-4-WATER,036536,000000,FALSE,680.50,,680.50,0,0.00,036501,036536,MG
,0750,C13H19NO,000090846,,1,S,,W,,AMFEPRAMON,036544,000000,TRUE,205.30,,205.30,0,0.00,036544,036544,MG
,0750,C9H13N,000300629,,1,S,,W,,AMFETAMINE,036552,001326,TRUE,135.20,,135.20,0,0.00,036552,036552,MG
,0750,C58H91N13O20,001402820,,,S,,W,,AMFOMYCINE,036560,000000,TRUE,1290.46,,1290.46,0,0.00,036560,036560,MG
,0750,*(C58H91N13O20)2.Ca*,001405318,,,,,W,,AMFOMYCINE CALCIUM,036579,000000,FALSE,2621.00,1,1310.50,0,0.00,036560,036579,MG
,0750,C11H9I3N2O4,000117964,,,S,,W,,AMIDOTRIZOINEZUUR,036587,000471,TRUE,613.92,,613.92,0,0.00,036587,036587,MG
,0750,C22H43N5O13,037517285,,,S,,W,,AMIKACINE,036595,001697,TRUE,585.60,,585.60,0,0.00,036595,036595,MG
,0750,,000000000,,,,,W,,AMIKACINE (ALS SULFAAT),036609,001697,FALSE,585.60,,585.60,0,0.00,036595,005606,MG
,0750,C6H8ClN7O,002609463,,,S,,W,,AMILORIDE,036617,000633,TRUE,229.65,,229.65,0,0.00,036617,036617,MG
,0750,C13H10N2,000090459,,,S,,W,,AMINOACRIDINE,036625,000229,TRUE,194.23,,194.23,0,0.00,036625,036625,MG
,0750,C13H10N2.HCl,000134509,,,,,W,,AMINOACRIDINE HYDROCHLORIDE-0-WATER,036633,000229,FALSE,230.70,,230.70,0,0.00,036625,036633,MG
,0750,C21H20N6O,003811561,,,S,,W,,AMINOCHINURIDE,036641,000000,TRUE,372.40,,372.40,0,0.00,036641,036641,MG
,0750,C5H6N2,000504245,,1,S,,W,,FAMPRIDINE,036668,001880,TRUE,94.10,,94.10,0,0.00,036668,036668,MG
,0750,C14H12CaN2O6,000133153,,,,,W,,AMINOSALICYLAAT CALCIUM-0-WATER,036676,005178,FALSE,344.38,,172.20,0,0.00,006742,036676,G
,0750,C7H6NaNO3,000133108,,,,,W,,AMINOSALICYLAAT NATRIUM-0-WATER,036684,005178,FALSE,175.10,,175.10,0,0.00,006742,036684,G
,0750,,000000000,,,,,W,,AMINOSALICYLZUUR (ALS NA-ZOUT),036692,005178,FALSE,153.10,,153.10,0,0.00,006742,006769,G
,0750,,000000000,,,,,W,,AMINOSALICYLZUUR (ALS CA-ZOUT),036706,005178,FALSE,153.10,,153.10,0,0.00,006742,006750,G
,0750,C25H29I2NO3,001951253,,,S,,W,,AMIODARON,036714,001164,TRUE,645.32,,645.32,0,0.00,036714,036714,MG
,0750,C20J23N,000050486,,1,S,,W,,AMITRIPTYLINE,036722,001089,TRUE,277.39,,277.39,0,0.00,036722,036722,MG
,0750,,000000000,,1,,,W,,AMITRIPTYLINE (ALS EMBONAAT),036730,001089,FALSE,277.39,,277.39,0,0.00,036722,014672,MG
,0750,C26H19N3O10S3,007488768,,,S,,W,,ANAZOLEEN,036765,000000,TRUE,629.66,,629.66,0,0.00,036765,036765,MG
,0750,C17H19N3,000091758,,1,S,,W,,ANTAZOLINE,036773,000000,TRUE,265.35,,265.35,0,0.00,036773,036773,MG
,0750,,000000000,,,S,,W,,ANSERINA PREPARAAT,036781,000000,TRUE,0.00,,0.00,0,0.00,036781,036781,XX
,0750,C14H21NO2,000644268,,,S,,W,,AMYLOCAINE,036803,000000,TRUE,235.34,,235.34,0,0.00,036803,036803,MG
,0750,C14H21NO2.HCl,000532592,,,,,W,,AMYLOCAINE HYDROCHLORIDE,036811,000000,FALSE,271.80,,271.80,0,0.00,036803,036811,MG
,0750,,000000000,,,S,,W,,ANTRACHINONGLYCOSIDEN MENGSEL,036846,000000,TRUE,0.00,,0.00,0,0.00,036846,036846,MG
,0750,C17H17NO2,000058004,,1,S,,W,,APOMORFINE,036854,000948,TRUE,267.30,,267.30,0,0.00,036854,036854,MG
,0750,C4H6O5,000097676,,,S,,B,,"APPELZUUR, L-",036862,000000,TRUE,134.10,,134.10,0,0.00,036862,036862,MG
,0750,C22H30N2,037640714,,,S,,W,,APRINDINE,036870,000000,TRUE,322.49,,322.49,0,0.00,036870,036870,MG
,0750,C8H13NO2,000063752,,,S,,W,,ARECOLINE,036889,000000,TRUE,155.20,,155.20,0,0.00,036889,036889,MG
,0750,C13H20N2O3S,023964581,,,S,,W,,ARTICAINE,036897,001698,TRUE,284.40,,284.40,0,0.00,036897,036897,MG
,0750,C13H20N2O3S.HCl,023964570,,,,,W,,ARTICAINE HYDROCHLORIDE,036900,001698,FALSE,320.80,,320.80,0,0.00,036897,036900,MG
,0750,C12H14CaO12,005743271,,,,,W,,ASCORBAAT CALCIUM-0-WATER,036919,000651,FALSE,390.32,,195.20,0,0.00,001724,036919,MG
,0750,C53H72N2O12,000000000,,,S,,W,,ATRACURIUM,036927,001911,TRUE,929.20,,929.20,0,0.00,036927,036927,MG
,0750,C17H23NO3,000051558,,1,S,,W,,ATROPINE,036935,000127,TRUE,289.40,,289.40,0,0.00,036935,036935,MG
,0750,,000000000,,,,,B,,ORANJESCHIL EXTRACT,036943,001240,FALSE,0.00,,0.00,0,0.00,016403,036943,MG
,0750,C20H22N2,003964816,,1,S,,W,,AZATADINE,036978,000000,TRUE,290.41,,290.41,0,0.00,036978,036978,MG
,0750,,000000000,,,,,W,,AZATHIOPRINE (ALS NA-ZOUT),036986,000571,FALSE,277.30,,277.30,0,0.00,007706,007714,MG
,0750,C16H17N5O4S,017243388,,,S,,W,,AZIDOCILLINE,036994,000000,TRUE,375.40,,375.40,0,0.00,036994,036994,MG
,0750,C20H23N5O6S,037091660,,,S,,W,,AZLOCILLINE,037001,000000,TRUE,461.49,,461.49,0,0.00,037001,037001,MG
,0750,C20H22N5NaO6S,037091659,,,,,W,,AZLOCILLINE NATRIUM,037028,000000,FALSE,483.50,,483.50,0,0.00,037001,037028,MG
,0750,C21H27N3O7S,050972173,,,S,,W,,BACAMPICILLINE,037036,000000,TRUE,465.51,,465.51,0,0.00,037036,037036,MG
,0750,,001405896,,,,,W,,BACITRACINE ZINK,037044,000341,FALSE,0.00,,1.00,0,0.00,005762,037044,IE
,0750,,000000000,,,,,W,,BACITRACINE (ALS ZN-ZOUT),037052,000341,FALSE,0.00,,1.00,0,0.00,005762,037044,IE
,0750,C12H19NO2,003703795,,,S,,W,,BAMETHAAN,037060,000000,TRUE,209.28,,209.28,0,0.00,037060,037060,MG
,0750,C19H24N2,004945475,,,S,,W,,BAMIPINE,037079,000000,TRUE,280.40,,280.40,0,0.00,037079,037079,MG
,0750,,000000000,,,S,,W,,BALLOTUS PREPARAAT,037087,000000,TRUE,0.00,,0.00,0,0.00,037087,037087,XX
,0750,,000000000,,,,,W,,BALLOTUS EXTRACT,037095,000000,FALSE,0.00,,0.00,0,0.00,037087,037095,MG
,0750,C4H6O4,000110156,,,S,,B,,BARNSTEENZUUR,037109,000000,TRUE,118.09,,118.09,0,0.00,037109,037109,MG
,0750,C22H29ClO5,004419390,,,S,,W,,BECLOMETASON,037117,001644,TRUE,408.93,,408.93,0,0.00,037117,037117,MG
,0750,C17H22NO,007181739,,,S,,W,,BEFENIUM,037125,000000,TRUE,286.34,,286.34,0,0.00,037125,037125,MG
,0750,,000000000,,,,,W,,BELLADONNA ALKALOIDEN,037133,000979,FALSE,0.00,,0.00,0,0.00,013250,037133,MG
,0750,,000000000,,,,,W,,"BELLADONNA EXTRACT, DIKVLOEIBAAR",037141,000979,FALSE,0.00,,0.00,0,0.00,013250,037141,MG
,0750,,000000000,,,,,W,,"BELLADONNA EXTRACT, DROOG",037168,000979,FALSE,0.00,,0.00,0,0.00,013250,037168,MG
,0750,,000000000,,,,,W,,"BELLADONNA POEDER, GESTANDAARDISEERD",037184,000979,FALSE,0.00,,0.00,0,0.00,013250,037184,MG
,0750,C20H2Cl4I4Na2O5,000632699,,,,,W,,BENGAALS ROSE DINATRIUM,037206,000000,FALSE,1017.60,,1017.60,0,0.00,008214,037206,MG
,0750,C10H15N3O5.HCl,014919778,,,,,W,,BENSERAZIDE HYDROCHLORIDE,037214,001592,FALSE,293.70,,293.70,0,0.00,016306,037214,MG
,0750,C6H5CH2N(CH3)2R,000000000,,,S,,B,,BENZALKONIUM,037222,000263,TRUE,0.00,,0.00,0,0.00,037222,037222,XX
,0750,C21H25NO,000086135,,,S,,W,,BENZATROPINE,037230,000000,TRUE,307.40,,307.40,0,0.00,037230,037230,MG
,0750,C27H42ClNO2,000121540,,,,,B,,BENZETHONIUM CHLORIDE,037249,000000,FALSE,448.10,,448.10,0,0.00,024066,037249,MG
,0750,C18H19N,017243399,,1,S,,W,,BENZOCTAMINE,037257,000000,TRUE,249.34,,249.34,0,0.00,037257,037257,MG
,0750,C19H23N3O,000642728,,,S,,W,,BENZYDAMINE,037265,000108,TRUE,309.40,,309.40,0,0.00,037265,037265,MG
,0750,C15H14O3,000890982,,,S,,B,,BENZYLAMYGDALAAT,037273,000000,TRUE,242.27,,0.00,0,0.00,037273,037273,MG
,0750,C16H18N2O4S,000061336,,,S,,W,,BENZYLPENICILLINE,037281,001306,TRUE,334.40,,1.00,0,0.00,037281,037281,IE
,0750,C16H20N2(C16H18N2O4S)2,001538096,,,,,W,,BENZYLPENICILLINE BENZATHINE-0-WATER,037303,001306,FALSE,909.10,,1.00,0,0.00,037281,037303,IE
,0750,C16H20N2(C16H18N2O4S)2.H2O,005928836,,,,,W,,BENZYLPENICILLINE BENZATHINE-1-WATER,037311,001306,FALSE,927.00,,1.00,0,0.00,037281,037311,IE
,0750,C13H20N2O2.C16H18N2O4S,000054353,,,,,W,,BENZYLPENICILLINE PROCAINE-0-WATER,037338,001306,FALSE,570.70,,1.00,0,0.00,037281,037338,IE
,0750,C8H12N2,005638766,,,S,,W,,BETAHISTINE,037346,001181,TRUE,136.19,,136.19,0,0.00,037346,037346,MG
,0750,C29H33FO6,022298299,,,,,W,,BETAMETHASON BENZOAAT,037362,000309,FALSE,496.60,,496.60,0,0.00,003816,037362,MG
,0750,C10H15N3,000055732,,,S,,W,,BETANIDINE,037370,000000,TRUE,177.25,,177.25,0,0.00,037370,037370,MG
,0750,C18H29NO3.HCl,063659198,,,,,W,,BETAXOLOL HYDROCHLORIDE,037389,001936,FALSE,343.90,,343.90,0,0.00,035556,037389,MG
,0750,,000000000,,,,,W,,"BIERGIST, GEDROOGD",037397,000000,FALSE,0.00,,0.00,0,0.00,019410,037397,MG
,0750,C21H29NO,000514658,,1,S,,W,,BIPERIDEEN,037400,001011,TRUE,311.50,,311.50,0,0.00,037400,037400,MG
,0750,C19H26O3,000584792,,,S,,W,,BIOALLETRINE,037419,001913,TRUE,302.41,,0.00,0,0.00,037419,037419,MG
,0750,Bi2O3,001304763,,,S,,W,,BISMUTOXIDE,037427,001763,TRUE,466.00,,466.00,0,0.00,037427,037427,MG
,0750,(BiO)2CO3,005892104,,,S,,W,,BISMUTSUBCARBONAAT,037435,000000,TRUE,510.01,,510.01,0,0.00,037435,037435,MG
,0750,C20H15NO4,017692249,,,S,,W,,BISOXATINE,037443,000000,TRUE,333.30,,333.30,0,0.00,037443,037443,MG
,0750,,000000000,,,,,W,,BLEOMYCINE (ALS SULFAAT),037451,001468,FALSE,0.00,,1.00,0,0.00,007552,021466,UU
,0750,Na2B4O7,000000000,,,S,,W,,BORAX,037478,000853,TRUE,201.25,,201.25,0,0.00,037478,037478,MG
,0750,,000000000,,,,,W,,BOLDO EXTRACT,037486,005417,FALSE,0.00,,0.00,0,0.00,024260,037486,MG
,0750,,000000000,,,S,,W,,BOSBES-ANTHOCYANOSIDEN,037494,000000,TRUE,0.00,,0.00,0,0.00,037494,037494,MG
,0750,,000000000,,,S,,W,,BRASSICA PREPARAAT,037508,000000,TRUE,0.00,,0.00,0,0.00,037508,037508,XX
,0750,,000000000,,,,,W,,BRASSICA EXTRACT,037516,000000,FALSE,0.00,,0.00,0,0.00,037508,037516,MG
,0750,C11H18BrNO,000059416,,,S,,W,,BRETYLIUM,037524,000000,TRUE,260.17,,260.17,0,0.00,037524,037524,MG
,0750,,000000000,,,,,W,,BELLADONNA TINCTUUR,037532,000979,FALSE,0.00,,0.00,0,0.90,013250,037532,MG
,0750,C32H40BrN5O5,025614033,,1,S,,W,,BROMOCRIPTINE,037540,001648,TRUE,654.60,,654.60,0,0.00,037540,037540,MG
,0750,C16H19BrN2,000086226,,1,S,,W,,BROOMFENIRAMINE,037559,000000,TRUE,319.26,,319.26,0,0.00,037559,037559,MG
,0750,C16H19BrN2,000132218,,1,S,,W,,DEXBROOMFENIRAMINE,037567,000000,TRUE,319.20,,319.20,0,0.00,037567,037567,MG
,0750,C16H19BrN2.C4H4O4,002391039,,1,,,W,,DEXBROOMFENIRAMINE WATERSTOFMALEAAT,037575,000000,FALSE,435.30,,435.30,0,0.00,037567,037575,MG
,0750,C14H20Br2N2,003572438,,,S,,W,,BROOMHEXINE,037583,001348,TRUE,376.14,,376.14,0,0.00,037583,037583,MG
,0750,C9H5Br2NO,000521744,,,S,,W,,BROXYQUINOLINE,037591,000000,TRUE,303.00,,303.00,0,0.00,037591,037591,MG
,0750,,000000000,,,,,W,,BRYONIA EXTRACT,037605,000000,FALSE,0.00,,0.00,0,0.00,029017,037605,MG
,0750,C19H25NO2,000447416,,,S,,W,,BUFENINE,037613,000000,TRUE,299.40,,299.40,0,0.00,037613,037613,MG
,0750,C18H28N2O,002180929,,,S,,W,,BUPIVACAINE,037621,000029,TRUE,288.43,,288.43,0,0.00,037621,037621,MG
,0750,C29H41NO4.HCl,053152219,,1,,,W,,BUPRENORFINE HYDROCHLORIDE,037648,001764,FALSE,504.10,,504.10,0,0.00,027502,037648,MG
,0750,C60H86N16O13,057982771,,,S,,W,,BUSERELINE,037656,001938,TRUE,1239.45,,1239.45,0,0.00,037656,037656,UG
,0750,C4H10O2,000513859,,,S,,H,,"BUTAAN-2,3-DIOL",037664,000000,TRUE,90.12,,90.12,0,0.00,037664,037664,G
,0750,C21H29NO2,042408822,,1,S,,W,,BUTORFANOL,037672,000000,TRUE,324.47,,324.47,0,0.00,037672,037672,MG
,0750,C21H27N,035941652,,1,S,,W,,BUTRIPTYLINE,037680,000000,TRUE,293.46,,293.46,0,0.00,037680,037680,MG
,0750,C21H30NO4,000000000,,,S,,W,,SCOPOLAMINEBUTYL,037699,000994,TRUE,360.50,,360.50,0,0.00,037699,037699,MG
,0750,*C23H31N2O*,000000000,,,S,,W,,METHYLBUZEPIDE,037702,000000,TRUE,351.30,,351.30,0,0.00,037702,037702,MG
,0750,,000000000,,,,,W,,BIJNIERSCHORS EXTRACT,037710,000000,FALSE,0.00,,0.00,0,0.00,032379,037710,MG
,0750,,000000000,,,S,,W,,BIJSCHILDKLIER PREPARAAT,037729,000000,TRUE,0.00,,0.00,0,0.00,037729,037729,XX
,0750,C2H7AsO2,000075605,,,S,,W,,CACODYLZUUR,037737,000000,TRUE,133.99,,133.99,0,0.00,037737,037737,MG
,0750,C2H6AsNaO2,000124652,,,,,W,,CACODYLAAT NATRIUM-0-WATER,037745,000000,FALSE,159.95,,159.95,0,0.00,037737,037745,MG
,0750,,009007129,,,S,,W,,CALCITONINE,037753,000328,TRUE,0.00,,1.00,0,0.00,037753,037753,IE
,0750,C12H10Ca3O4,000813945,,,S,,B,,CALCIUMCITRAAT,037788,001941,TRUE,498.44,,498.44,0,0.00,037788,037788,MG
,0750,,000000000,,,S,,W,,CALCATRIPPA PREPARAAT,037818,000000,TRUE,0.00,,0.00,0,0.00,037818,037818,XX
,0750,C22H30O4,004138969,,,S,,W,,CANRENOINEZUUR,037834,000000,TRUE,358.51,,358.51,0,0.00,037834,037834,MG
,0750,C40H52O2,000514783,,,S,,B,,CANTHAXANTHINE,037842,000000,TRUE,564.90,,564.90,0,0.00,037842,037842,MG
,0750,,000000000,,,,,W,,CAPSICUM EXTRACT,037850,000854,FALSE,0.00,,0.00,0,0.00,011517,037850,MG
,0750,,000000000,,,,,W,,CAPSICUM TINCTUUR,037869,000854,FALSE,0.00,,0.00,0,0.84,011517,037869,MG
,0750,C17H18N2O6S,004697363,,,S,,W,,CARBENICILLINE,037885,000000,TRUE,378.42,,378.42,0,0.00,037885,037885,G
,0750,,000000000,,,,,W,,CARBENICILLINE (ALS DI-NA-ZOUT),037893,000000,FALSE,378.42,,378.42,0,0.00,037885,005134,G
,0750,C7H9AsN2O4,000121595,,,S,,W,,CARBARSON,037907,000000,TRUE,260.10,,260.10,0,0.00,037907,037907,MG
,0750,C34H50O7,005697563,,,S,,W,,CARBENOXOLON,037915,000000,TRUE,570.74,,570.74,0,0.00,037915,037915,MG
,0750,C16H19ClN2O,000486168,,1,S,,W,,CARBINOXAMINE,037923,000000,TRUE,290.80,,290.80,0,0.00,037923,037923,MG
,0750,C5H8NNaO4S,049673849,,,,,W,,CARBOCISTEINE NATRIUM,037931,001650,FALSE,201.18,,201.18,0,0.00,010227,037931,MG
,0750,,000000000,,,,,W,,CARBOCISTEINE (ALS NA-ZOUT),037958,001650,FALSE,179.20,,179.20,0,0.00,010227,037958,MG
,0750,,000000000,,,,,B,,CARBOMEER  940,037966,002387,FALSE,0.00,,0.00,0,0.00,066370,037966,MG
,0750,,000000000,,,,,W,,CARBOPROST (ALS TROMETAMOL),037974,001828,FALSE,368.50,,368.50,0,0.00,035068,028274,MG
,0750,,009000117,,,S,,H,,CARMELLOSE,037982,001943,TRUE,0.00,,1.00,0,0.00,037982,037982,MG
,0750,,009050048,,,,,B,,CARMELLOSE CALCIUM,037990,001943,FALSE,0.00,,0.00,0,0.00,037982,037990,MG
,0750,C13H21N3O3,034866472,,,S,,W,,CARBUTEROL,038008,000000,TRUE,267.33,,267.33,0,0.00,038008,038008,MG
,0750,,000000000,,,,,W,,CARDUUS EXTRACT,038016,000000,FALSE,0.00,,0.00,0,0.00,027820,038016,MG
,0750,,000000000,,,,,W,,CARBUTEROL (ALS HYDROCHLORIDE),038024,000000,FALSE,267.33,,267.33,0,0.00,038008,015989,MG
,0750,C26H26N2O6S,035531885,,,S,,W,,CARINDACILLINE,038032,000000,TRUE,494.57,,494.57,0,0.00,038032,038032,MG
,0750,,065072006,,,S,,B,,CASEINE HYDROLYSAAT,038040,000000,TRUE,0.00,,0.00,0,0.00,038040,038040,MG
,0750,,000000000,,,S,,W,,CINNAMOMUM CASSIA PREPARAAT,038059,000000,TRUE,0.00,,0.00,0,0.00,038059,038059,XX
,0750,,000000000,,,,,W,,CASSIA FISTULA EXTRACT,038067,000000,FALSE,0.00,,0.00,0,0.00,056960,038067,MG
,0750,,000000000,,,,,W,,CASSIA OLIE,038075,000000,FALSE,0.00,,0.00,0,0.00,038059,038075,MG
,0750,C16H16N2O6S2,000153617,,,S,,W,,CEFALOTINE,038083,000520,TRUE,396.44,,396.44,0,0.00,038083,038083,MG
,0750,C18H18N6O5S2,034444014,,,S,,W,,CEFAMANDOL,038091,001767,TRUE,462.50,,462.50,0,0.00,038091,038091,MG
,0750,,000000000,,,,,W,,CEFAMANDOL (ALS NAFAAT),038105,001767,FALSE,462.50,,462.50,0,0.00,038091,027871,MG
,0750,,000000000,,,,,W,,CEFAPIRINE (ALS NA-ZOUT),038113,000000,FALSE,423.40,,423.40,0,0.00,027405,005223,MG
,0750,,000000000,,,,,W,,CEFOPERAZON (ALS NA-ZOUT),038121,000000,FALSE,654.68,,654.68,0,0.00,029246,029416,MG
,0750,C16H16N5NaO7S2,064485934,,,,,W,,CEFOTAXIM NATRIUM,038148,001818,FALSE,477.40,,477.40,0,0.00,027367,038148,MG
,0750,,000000000,,,,,W,,CEFOTIAM (ALS DIHYDROCHLORIDE),038156,000000,FALSE,525.62,,525.62,0,0.00,032034,033332,MG
,0750,C16H17N3O7S2,035607660,,,S,,W,,CEFOXITINE,038164,000000,TRUE,427.46,,427.46,0,0.00,038164,038164,MG
,0750,C16H16N3NaO7S2,033564306,,,,,W,,CEFOXITINE NATRIUM,038172,000000,FALSE,449.40,,449.40,0,0.00,038164,038172,MG
,0750,C22H20N4O8S2,062587739,,,S,,W,,CEFSULODINE,038180,000000,TRUE,532.55,,532.55,0,0.00,038180,038180,MG
,0750,,000000000,,,,,W,,CEFSULODINE (ALS NA-ZOUT),038199,000000,FALSE,532.55,,532.55,0,0.00,038180,029157,MG
,0750,,000000000,,,,,W,,CEFADROXIL (ALS 1-WATER),038210,000000,FALSE,363.39,,363.39,0,0.00,027898,031275,MG
,0750,C22H21N6NaO7S2,000000000,,,,,W,,CEFTAZIDIM NATRIUM,038229,001884,FALSE,568.60,,568.60,0,0.00,029386,038229,MG
,0750,,000000000,,,,,W,,CEFTAZIDIM (ALS NA-ZOUT),038237,001884,FALSE,546.60,,546.60,0,0.00,029386,038229,MG
,0750,C16H16N4O8S,055268752,,,S,,W,,CEFUROXIM,038245,001733,TRUE,424.40,,424.40,0,0.00,038245,038245,MG
,0750,C16H15N4NaO8S,056238632,,,,,W,,CEFUROXIM NATRIUM,038253,001733,FALSE,446.40,,446.40,0,0.00,038245,038253,MG
,0750,,000000000,,,S,,W,,CELLULOSEFOSFAAT,038261,000000,TRUE,0.00,,0.00,0,0.00,038261,038261,XX
,0750,,008001750,,,S,,H,,CERESINE,038288,000000,TRUE,0.00,,0.00,0,0.00,038288,038288,MG
,0750,Ce(NO3)3,010108733,,,S,,W,,CERIUM(III)NITRAAT,038296,001971,TRUE,326.10,,326.10,0,0.00,038296,038296,MG
,0750,Ce2(C2O4)3,000139424,,,S,,W,,CERIUM(III)OXALAAT,038318,000000,TRUE,544.32,,544.32,0,0.00,038318,038318,MG
,0750,C58H73N13O21S2.3(C4H11N).3H2O,071247251,,,,,W,,CERULETIDE DIETHYLAMINE,038326,000000,FALSE,1628.80,,1628.80,0,0.00,027529,038326,UG
,0750,,000000000,,,,,W,,CERULETIDE (ALS DIETHYLAMINE),038334,000000,FALSE,1352.40,,1352.40,0,0.00,027529,038326,UG
,0750,,000000000,,,,,W,,THEOFYLLINE ETHYLEENDIAMINE (ALS 1-WATER),038342,001447,FALSE,420.44,,420.44,0,0.00,021075,015415,MG
,0750,C21H38N,007773526,,,S,,W,,CETYLPYRIDINIUM,038350,000266,TRUE,304.54,,304.54,0,0.00,038350,038350,MG
,0750,,000000000,,,S,,W,,CHENOPODIUM PREPARAAT,038369,000000,TRUE,0.00,,0.00,0,0.00,038369,038369,XX
,0750,C18H21ClN2,000082939,,1,S,,W,,CHLOORCYCLIZINE,038377,000179,TRUE,300.85,,300.85,0,0.00,038377,038377,MG
,0750,,000000000,,,,,W,,CHENOPODIUM KRUID,038385,000000,FALSE,0.00,,0.00,0,0.00,038369,038385,MG
,0750,,000000000,,,,,W,,CHENOPODIUM WORTEL,038393,000000,FALSE,0.00,,0.00,0,0.00,038369,038393,MG
,0750,,000000000,,,,,W,,CHENOPODIUM EXTRACT,038407,000000,FALSE,0.00,,0.00,0,0.00,038369,038407,MG
,0750,C29H46Cl2N2O6,016255484,,,,,W,,CHLOORAMFENICOL STEARAAT,038415,001300,FALSE,613.60,,613.60,0,0.00,005533,038415,MG
,0750,,000000000,,,,,W,,CHLOORAMFENICOL (ALS STEARAAT),038423,001300,FALSE,323.10,,323.10,0,0.00,005533,038415,MG
,0750,C28H54O2 (hoofdzakelijk),003687465,,,S,,B,,DECYLOLEAAT,038431,002914,TRUE,0.00,,0.00,0,0.00,038431,038431,MG
,0750,C16H19ClN2,000132229,,1,S,,W,,CHLOORFENAMINE,038458,000000,TRUE,274.80,,274.80,0,0.00,038458,038458,MG
,0750,C18H22ClNO,000077383,,1,S,,W,,CHLOORFENOXAMINE,038466,000000,TRUE,303.84,,303.84,0,0.00,038466,038466,MG
,0750,C22H30Cl2N10,000055561,,,S,,B,,CHLOORHEXIDINE,038474,000284,TRUE,505.48,,505.48,0,0.00,038474,038474,MG
,0750,C21H25ClO5,052080576,,,S,,W,,CHLOORPREDNISON,038482,000000,TRUE,392.89,,392.89,0,0.00,038482,038482,MG
,0750,C23H27ClO6,014066796,,,,,W,,CHLOORPREDNISON ACETAAT,038490,000000,FALSE,434.93,,434.93,0,0.00,038482,038490,MG
,0750,C22H23ClN2O8,000057625,,,S,,W,,CHLOORTETRACYCLINE,038504,000000,TRUE,478.90,,478.90,0,0.00,038504,038504,MG
,0750,C18H26ClN3,000054057,,,S,,W,,CHLOROQUINE,038539,001277,TRUE,319.90,,319.90,0,0.00,038539,038539,MG
,0750,,000000000,,,,,W,,CHLOROQUINE (ALS DIFOSFAAT),038547,001277,FALSE,319.90,,319.90,0,0.00,038539,001163,MG
,0750,C18H26ClN3.2HCl,003545673,,,,,W,,CHLOROQUINE DIHYDROCHLORIDE,038555,001277,FALSE,392.80,,392.80,0,0.00,038539,038555,MG
,0750,,000000000,,,,,W,,CHLOROQUINE (ALS DIHYDROCHLORIDE),038563,001277,FALSE,319.90,,319.90,0,0.00,038539,038555,MG
,0750,C5H15NO2,000062497,,,S,,W,,CHOLINE,038571,000000,TRUE,121.20,,121.20,0,0.00,038571,038571,G
,0750,,000000000,,1,,,W,,CHLOORPROMAZINE (ALS HYDROCHLORIDE),038598,001044,FALSE,318.90,,318.90,0,0.00,014001,013994,MG
,0750,*C18H18ClNS.C6H8O7*,000000000,,1,,,W,,CHLOORPROTIXEEN CITRAAT,038601,001064,FALSE,508.00,1,508.00,0,0.00,014281,038601,MG
,0750,,000000000,,1,,,W,,CHLOORPROTIXEEN (ALS CITRAAT),038628,001064,FALSE,315.90,,315.90,0,0.00,014281,038601,MG
,0750,C24H40O5,000081254,,,S,,W,,CHOLZUUR,038636,005153,TRUE,408.60,,408.60,0,0.00,038636,038636,MG
,0750,C24H39NaO5,073163538,,,,,W,,CHOLAAT NATRIUM,038644,005153,FALSE,430.60,,430.60,0,0.00,038636,038644,MG
,0750,C10H16N6S.HCl,070059302,,,,,W,,CIMETIDINE HYDROCHLORIDE,038652,001688,FALSE,288.80,,288.80,0,0.00,002445,038652,MG
,0750,C6H8O7,000000000,,,S,,B,,CITROENZUUR,038660,002242,TRUE,192.10,,192.10,0,0.00,038660,038660,MG
